CustomerKey;Nome;Sobrenome;Nome Completo;Genero;DatPrimeiraCompra;Cidade do Cliente
26886;Jasmine;Robinson;Jasmine Robinson;Feminino;2020-06-21;Runcorn
26887;Janelle;Rodriguez;Janelle Rodriguez;Feminino;2020-06-17;High Wycombe
26888;Bruce;Fernandez;Bruce Fernandez;Masculino;2020-12-15;Bracknell
26889;Natasha;Torres;Natasha Torres;Feminino;2020-04-14;Frankfurt
26890;Bryan;Rogers;Bryan Rogers;Masculino;2020-06-23;Billericay
26891;Arturo;Zhang;Arturo Zhang;Masculino;2020-08-20;Cheltenham
26892;Cody;Rogers;Cody Rogers;Masculino;2020-07-24;Kirkby
26893;Sharon;Deng;Sharon Deng;Feminino;2020-07-24;Woolston
26894;Lindsey;Goel;Lindsey Goel;Feminino;2020-03-30;Leipzig
26895;Christine;Shan;Christine Shan;Feminino;2020-06-27;Gateshead
26896;Michele;Malhotra;Michele Malhotra;Feminino;2020-03-18;London
26897;Katrina;Xie;Katrina Xie;Feminino;2020-03-22;London
26898;Ashley;Simmons;Ashley Simmons;Feminino;2020-03-03;Lille
26899;Rachael;Vance;Rachael Vance;Feminino;2020-02-23;Werne
26900;Rosa;Sun;Rosa Sun;Feminino;2020-09-24;Birmingham
26901;Louis;Nara;Louis Nara;Masculino;2020-11-21;London
26902;Clifford;Mehta;Clifford Mehta;Masculino;2020-05-08;Croix
26903;Rafael;Luo;Rafael Luo;Masculino;2020-05-25;Orleans
26904;Judith;Parker;Judith Parker;Feminino;2020-02-08;Saint-Denis
26905;Kari;Serrano;Kari Serrano;Feminino;2020-05-24;Berks
26906;Darrell;Rai;Darrell Rai;Masculino;2020-10-10;London
26907;Dana;Torres;Dana Torres;Feminino;2020-11-23;Pantin
26908;Glenn;Zheng;Glenn Zheng;Masculino;2020-10-20;Orleans
26909;Christine;Nath;Christine Nath;Feminino;2020-03-01;Bobigny
26910;Kristina;Kovar;Kristina Kovar;Feminino;2020-06-27;Lancaster
26911;Kristi;Gomez;Kristi Gomez;Feminino;2020-02-22;London
26912;Denise;Rodriguez;Denise Rodriguez;Feminino;2020-07-10;Braunschweig
26913;Harold;Lopez;Harold Lopez;Masculino;2020-06-29;High Wycombe
26914;Cindy;Prasad;Cindy Prasad;Feminino;2020-06-20;Peterborough
26915;Peter;Kumar;Peter Kumar;Masculino;2020-07-02;Lancaster
26916;Mackenzie;King;Mackenzie King;Feminino;2019-10-01;Rockhampton
26917;Roberto;Dominguez;Roberto Dominguez;Masculino;2019-10-20;Sunbury
26918;Krista;Hernandez;Krista Hernandez;Feminino;2019-10-24;Cranbourne
26919;Ramon;He;Ramon He;Masculino;2019-10-23;Findon
26920;Jon;Chen;Jon Chen;Masculino;2019-10-22;Melbourne
26921;Cynthia;Weber;Cynthia Weber;Feminino;2019-10-04;Hawthorne
26922;Trevor;Powell;Trevor Powell;Masculino;2019-10-27;Sunbury
26923;Krystal;Ye;Krystal Ye;Feminino;2019-10-14;Gold Coast
26924;Erica;Zeng;Erica Zeng;Feminino;2019-10-12;Bendigo
26925;Dominic;Rana;Dominic Rana;Masculino;2020-11-16;Orleans
26926;Sergio;Mehta;Sergio Mehta;Masculino;2020-12-03;Paris
26927;Jill;Dominguez;Jill Dominguez;Feminino;2020-04-22;Saint Ouen
26928;Roger;Nara;Roger Nara;Masculino;2020-06-04;Gateshead
26929;Maurice;Pal;Maurice Pal;Masculino;2020-08-26;Woolston
26930;Sharon;Andersen;Sharon Andersen;Feminino;2020-03-20;Münster
26931;Edward;Lopez;Edward Lopez;Masculino;2020-06-09;Kirkby
26932;Kristina;Raman;Kristina Raman;Feminino;2020-06-15;Maidenhead
26933;Jessie;Sanz;Jessie Sanz;Feminino;2020-04-01;Frankfurt am Main
26934;Kelli;Chander;Kelli Chander;Feminino;2020-06-11;Woolston
26935;Gabriel;Butler;Gabriel Butler;Masculino;2020-08-19;Paris
26936;Jaclyn;He;Jaclyn He;Feminino;2020-05-23;Dresden
26937;Audrey;Navarro;Audrey Navarro;Feminino;2020-06-29;London
26938;Maurice;Shen;Maurice Shen;Masculino;2020-06-06;London
26939;Craig;Diaz;Craig Diaz;Masculino;2020-05-26;Drancy
26940;Franklin;Tang;Franklin Tang;Masculino;2020-05-25;Bonn
26941;Gerald;Vazquez;Gerald Vazquez;Masculino;2020-06-19;Colombes
26942;Tanya;Alonso;Tanya Alonso;Feminino;2020-06-24;Liverpool
26943;Ashlee;Xie;Ashlee Xie;Feminino;2020-10-15;Metz
26944;Drew;Nara;Drew Nara;Masculino;2020-06-11;Milton Keynes
26945;Katelyn;Hill;Katelyn Hill;Feminino;2020-05-30;Bobigny
26946;Andre;Madan;Andre Madan;Masculino;2020-06-04;Berlin
26947;Suzanne;Ma;Suzanne Ma;Feminino;2020-06-03;Cambridge
26948;Abby;Garcia;Abby Garcia;Feminino;2020-06-09;Hannover
26949;Lindsey;Chander;Lindsey Chander;Feminino;2020-07-26;London
26950;Dominic;Suri;Dominic Suri;Masculino;2020-06-25;Orleans
26951;Trisha;Hu;Trisha Hu;Feminino;2021-01-03;Mühlheim
26952;Mircea;Singer;Mircea Singer;Feminino;2020-06-14;Lille
26953;Roy;Rubio;Roy Rubio;Masculino;2020-06-11;Roubaix
26954;Gerald;Torres;Gerald Torres;Masculino;2020-06-18;Offenbach
26955;Carlos;Cook;Carlos Cook;Masculino;2020-08-01;Warrington
26956;Kristin;Pal;Kristin Pal;Feminino;2020-07-05;Oxford
26957;Kristina;Sai;Kristina Sai;Feminino;2020-12-11;Berlin
26958;Jerry;Xu;Jerry Xu;Masculino;2020-12-23;Orleans
26959;Alisha;Nara;Alisha Nara;Feminino;2020-09-18;London
26960;Jose;Thomas;Jose Thomas;Masculino;2020-07-17;Warrington
26961;Carly;Chander;Carly Chander;Feminino;2020-06-24;Leipzig
26962;Francis;Moreno;Francis Moreno;Masculino;2020-07-19;Runcorn
26963;Meredith;Arun;Meredith Arun;Feminino;2020-07-15;Hof
26964;Kelli;Tang;Kelli Tang;Feminino;2020-06-04;Metz
26965;Jordan;Nelson;Jordan Nelson;Feminino;2020-06-29;Lille
26966;Cedric;Zhang;Cedric Zhang;Masculino;2020-07-27;Warrington
26967;Edwin;Li;Edwin Li;Masculino;2019-10-23;Lane Cove
26968;Henry;Sanchez;Henry Sanchez;Masculino;2020-09-16;Springwood
26969;Cedric;Hu;Cedric Hu;Masculino;2020-07-18;Paderborn
26970;Kara;Rai;Kara Rai;Feminino;2020-08-19;Bury
26971;Douglas;Madan;Douglas Madan;Masculino;2020-09-15;York
26972;Kristopher;Sara;Kristopher Sara;Masculino;2020-03-27;Paris
26973;Alberto;Rowe;Alberto Rowe;Masculino;2020-05-12;Cheltenham
26974;Philip;Suarez;Philip Suarez;Masculino;2020-07-21;Stuttgart
26975;Janet;Ward;Janet Ward;Feminino;2020-07-07;Dunkerque
26976;Erik;Serrano;Erik Serrano;Masculino;2020-07-20;Tremblay-en-France
26977;Barry;Madan;Barry Madan;Masculino;2020-07-29;Hamburg
26978;Cassie;Sharma;Cassie Sharma;Feminino;2020-09-12;London
26979;Christy;Jai;Christy Jai;Feminino;2020-09-03;Oxford
26980;Marc;Suarez;Marc Suarez;Masculino;2020-12-29;Grevenbroich
26981;Audrey;Suarez;Audrey Suarez;Feminino;2020-03-22;Berlin
26982;Jose;Muñoz;Jose Muñoz;Masculino;2020-08-04;Villeneuve-d'Ascq
26983;Adriana;Vance;Adriana Vance;Feminino;2020-12-27;Berlin
26984;Manuel;Prasad;Manuel Prasad;Masculino;2020-12-07;Eilenburg
26985;Jésus;Diaz;Jésus Diaz;Masculino;2020-02-12;Grevenbroich
26986;Riley;Watson;Riley Watson;Feminino;2020-03-13;Ingolstadt
26987;Roy;Lopez;Roy Lopez;Masculino;2020-03-22;München
26988;Brandy;Srini;Brandy Srini;Feminino;2020-05-10;Sulzbach Taunus
26989;Mason;Campbell;Mason Campbell;Masculino;2020-02-02;Solingen
26990;Darren;Patel;Darren Patel;Masculino;2020-04-16;Hof
26991;Rodney;Ortega;Rodney Ortega;Masculino;2020-07-07;Münster
26992;Brad;Andersen;Brad Andersen;Masculino;2020-07-23;Watford
26993;Julio;Gill;Julio Gill;Masculino;2020-12-05;London
26994;Erika;Torres;Erika Torres;Feminino;2020-01-05;Sèvres
26995;Caleb;Washington;Caleb Washington;Masculino;2020-01-08;Versailles
26996;Natasha;Oliver;Natasha Oliver;Feminino;2020-10-13;Bottrop
26997;Katie;Becker;Katie Becker;Feminino;2020-05-24;Werne
26998;Fernando;Perry;Fernando Perry;Masculino;2020-08-19;Bottrop
26999;Samuel;Brown;Samuel Brown;Masculino;2020-11-13;Billericay
27000;Brandi;Dominguez;Brandi Dominguez;Feminino;2020-03-03;Mühlheim
27001;Carla;Kapoor;Carla Kapoor;Feminino;2020-03-17;Neunkirchen
27002;Kelvin;She;Kelvin She;Masculino;2020-02-10;W. York
27003;Roger;Jai;Roger Jai;Masculino;2020-09-03;Bonn
27004;Philip;Moreno;Philip Moreno;Masculino;2020-08-06;Bonn
27005;Susan;Lin;Susan Lin;Feminino;2020-07-30;Courbevoie
27006;Shane;Madan;Shane Madan;Masculino;2020-07-03;Colombes
27007;Joe;Gonzalez;Joe Gonzalez;Masculino;2020-07-18;Berkshire
27008;Oscar;Blue;Oscar Blue;Masculino;2020-09-15;Bury
27009;Erica;Lu;Erica Lu;Feminino;2020-10-04;London
27010;Jordyn;Patterson;Jordyn Patterson;Feminino;2021-01-12;Chula Vista
27011;Kevin;Powell;Kevin Powell;Masculino;2020-12-27;Seattle
27012;Anne;Jiménez;Anne Jiménez;Feminino;2020-10-03;Beaverton
27013;Alisha;Yuan;Alisha Yuan;Feminino;2020-12-11;Burbank
27014;Luke;Hughes;Luke Hughes;Masculino;2018-11-30;Royal Oak
27015;Jessica;Torres;Jessica Torres;Feminino;2020-11-04;Bremerton
27016;Lauren;Reed;Lauren Reed;Feminino;2020-03-07;Edmonds
27017;Jonathan;Thompson;Jonathan Thompson;Masculino;2019-08-04;Port Orchard
27018;Blake;Price;Blake Price;Masculino;2020-08-13;Chula Vista
27019;Victoria;Jackson;Victoria Jackson;Feminino;2020-09-13;N. Vancouver
27020;Rachel;Perry;Rachel Perry;Feminino;2019-08-03;National City
27021;Victoria;Peterson;Victoria Peterson;Feminino;2019-08-23;San Gabriel
27022;Anthony;Johnson;Anthony Johnson;Masculino;2020-04-30;Westminster
27023;Emily;Simmons;Emily Simmons;Feminino;2020-04-13;Corvallis
27024;Austin;Patterson;Austin Patterson;Masculino;2020-12-13;Cliffside
27025;Jasmine;Rivera;Jasmine Rivera;Feminino;2020-03-17;W. Linn
27026;Jonathan;Perry;Jonathan Perry;Masculino;2018-12-01;N. Vancouver
27027;Jennifer;White;Jennifer White;Feminino;2019-02-05;Oak Bay
27028;Sarah;Robinson;Sarah Robinson;Feminino;2020-04-20;Langley
27029;Elizabeth;Hughes;Elizabeth Hughes;Feminino;2021-01-12;San Carlos
27030;Jan;Gray;Jan Gray;Feminino;2020-06-23;Seattle
27031;Jessica;Garcia;Jessica Garcia;Feminino;2020-11-07;Grossmont
27032;Miguel;Garcia;Miguel Garcia;Masculino;2021-01-18;San Diego
27033;Ernest;Harrison;Ernest Harrison;Masculino;2020-05-27;Bellingham
27034;Corey;Nara;Corey Nara;Masculino;2020-09-05;Bremerton
27035;Ana;Long;Ana Long;Feminino;2020-07-25;Spring Valley
27036;Hunter;Brown;Hunter Brown;Masculino;2020-03-01;Ballard
27037;Lauren;Rodriguez;Lauren Rodriguez;Feminino;2020-03-13;Imperial Beach
27038;Eduardo;Reed;Eduardo Reed;Masculino;2020-11-09;Lakewood
27039;Jonathan;Lewis;Jonathan Lewis;Masculino;2020-08-29;Torrance
27040;Paul;Singh;Paul Singh;Masculino;2020-02-02;Burbank
27041;Edward;Smith;Edward Smith;Masculino;2020-10-24;Kirkland
27042;Noah;Roberts;Noah Roberts;Masculino;2020-12-11;Newton
27043;Dalton;Murphy;Dalton Murphy;Masculino;2019-02-14;Oak Bay
27044;Carol;Long;Carol Long;Feminino;2019-08-27;Spring Valley
27045;Angel;Brooks;Angel Brooks;Masculino;2019-08-17;Redmond
27046;Allison;Howard;Allison Howard;Feminino;2020-04-16;Downey
27047;Yolanda;Rai;Yolanda Rai;Feminino;2019-08-19;Beaverton
27048;Melanie;Watson;Melanie Watson;Feminino;2020-11-13;Marysville
27049;Faith;Sanchez;Faith Sanchez;Feminino;2020-05-03;Burnaby
27050;Chloe;Turner;Chloe Turner;Feminino;2019-08-11;Lake Oswego
27051;Charles;Brown;Charles Brown;Masculino;2019-08-20;Redwood City
27052;Jada;Bailey;Jada Bailey;Feminino;2020-08-01;Seattle
27053;Steven;Cook;Steven Cook;Masculino;2019-03-15;Oak Bay
27054;Shawn;Sharma;Shawn Sharma;Masculino;2019-07-31;Bellflower
27055;Isabella;Sanchez;Isabella Sanchez;Feminino;2020-03-20;Colma
27056;Mackenzie;James;Mackenzie James;Feminino;2019-08-08;Los Angeles
27057;Brooke;Morris;Brooke Morris;Feminino;2021-01-10;Yakima
27058;Nathan;Butler;Nathan Butler;Masculino;2019-08-05;Renton
27059;Hunter;Perry;Hunter Perry;Masculino;2020-02-25;Berkeley
27060;Lucas;Coleman;Lucas Coleman;Masculino;2019-03-25;Port Hammond
27061;Gabrielle;Scott;Gabrielle Scott;Feminino;2020-07-30;Port Hammond
27062;Edward;Harris;Edward Harris;Masculino;2019-03-27;Sooke
27063;Taylor;Flores;Taylor Flores;Feminino;2019-08-14;Bremerton
27064;Barbara;Chande;Barbara Chande;Feminino;2019-07-31;Burien
27065;Jordan;Wright;Jordan Wright;Masculino;2020-07-01;Fremont
27066;Cole;Murphy;Cole Murphy;Masculino;2020-01-30;National City
27067;Jennifer;Rodriguez;Jennifer Rodriguez;Feminino;2019-08-20;Spring Valley
27068;Jade;Kelly;Jade Kelly;Feminino;2019-08-16;Torrance
27069;Gabriella;Perez;Gabriella Perez;Feminino;2019-08-18;Torrance
27070;Nathan;Davis;Nathan Davis;Masculino;2020-12-20;Everett
27071;Anthony;Clark;Anthony Clark;Masculino;2019-03-07;Newton
27072;Alex;Baker;Alex Baker;Masculino;2020-05-02;Port Orchard
27073;Sydney;Sanders;Sydney Sanders;Feminino;2019-08-04;Corvallis
27074;Kristi;Sanchez;Kristi Sanchez;Feminino;2019-08-06;Ballard
27075;Jackson;Chen;Jackson Chen;Masculino;2019-03-22;Sooke
27076;Dakota;Russell;Dakota Russell;Masculino;2019-08-18;Grossmont
27077;Robert;Henderson;Robert Henderson;Masculino;2019-08-11;Burlingame
27078;Chloe;Scott;Chloe Scott;Feminino;2019-08-04;San Gabriel
27079;Natalie;Lewis;Natalie Lewis;Feminino;2019-09-08;Santa Monica
27080;Nathan;Campbell;Nathan Campbell;Masculino;2019-09-09;Concord
27081;Jason;Ross;Jason Ross;Masculino;2019-09-10;Chula Vista
27082;Zachary;Taylor;Zachary Taylor;Masculino;2019-04-22;Port Hammond
27083;Kevin;Perry;Kevin Perry;Masculino;2019-09-08;Marysville
27084;Fernando;Russell;Fernando Russell;Masculino;2019-03-30;Westminster
27085;Christian;Wilson;Christian Wilson;Masculino;2019-05-26;Newton
27086;Lauren;Howard;Lauren Howard;Feminino;2019-09-16;Walla Walla
27087;Justin;Clark;Justin Clark;Masculino;2019-08-29;San Diego
27088;Tristan;Patterson;Tristan Patterson;Masculino;2019-09-04;Salem
27089;Janelle;Garcia;Janelle Garcia;Feminino;2019-09-27;Bremerton
27090;Elizabeth;Brown;Elizabeth Brown;Feminino;2019-09-24;Lincoln Acres
27091;Miguel;Martin;Miguel Martin;Masculino;2019-09-22;Everett
27092;Marissa;Ross;Marissa Ross;Feminino;2019-09-01;Chula Vista
27093;Alexandra;Martin;Alexandra Martin;Feminino;2019-09-25;Daly City
27094;Sean;Kelly;Sean Kelly;Masculino;2019-09-21;Oakland
27095;Spencer;Flores;Spencer Flores;Masculino;2019-09-14;Torrance
27096;Chase;Watson;Chase Watson;Masculino;2019-09-27;Marysville
27097;Kaitlyn;Gonzales;Kaitlyn Gonzales;Feminino;2019-09-06;Kirkland
27098;Sarah;Wilson;Sarah Wilson;Feminino;2020-08-18;Ballard
27099;Zachary;Williams;Zachary Williams;Masculino;2019-05-26;Haney
27100;Hunter;Walker;Hunter Walker;Masculino;2020-04-05;Haney
27101;Eduardo;Bell;Eduardo Bell;Masculino;2019-05-26;Langford
27102;Katherine;Miller;Katherine Miller;Feminino;2019-05-27;Newton
27103;Chloe;Brooks;Chloe Brooks;Feminino;2019-09-22;Port Orchard
27104;Randy;Zhu;Randy Zhu;Masculino;2019-09-05;Bellflower
27105;Sean;Perez;Sean Perez;Masculino;2019-09-03;Burlingame
27106;Jennifer;Allen;Jennifer Allen;Feminino;2019-09-15;Los Angeles
27107;Alexa;Stewart;Alexa Stewart;Feminino;2019-08-30;Los Angeles
27108;Rachel;Thompson;Rachel Thompson;Feminino;2019-09-11;Downey
27109;Mandy;Cai;Mandy Cai;Feminino;2020-03-14;Beaverton
27110;Andrew;Miller;Andrew Miller;Masculino;2020-11-14;Cliffside
27111;Gabriel;Flores;Gabriel Flores;Masculino;2020-06-08;Vancouver
27112;Caleb;Foster;Caleb Foster;Masculino;2020-06-26;Haney
27113;Ashley;Diaz;Ashley Diaz;Feminino;2020-09-10;Issaquah
27114;Alexander;Thompson;Alexander Thompson;Masculino;2019-10-21;Colma
27115;Kristi;Navarro;Kristi Navarro;Feminino;2020-11-03;Beaverton
27116;Regina;Gonzalez;Regina Gonzalez;Feminino;2019-10-08;Bellingham
27117;Jermaine;Prasad;Jermaine Prasad;Masculino;2019-10-15;Bellingham
27118;Tina;Kapoor;Tina Kapoor;Feminino;2020-07-03;Lieusaint
27119;Mayra;Gonzalez;Mayra Gonzalez;Feminino;2020-09-05;Hannover
27120;Clarence;Kumar;Clarence Kumar;Masculino;2020-09-02;München
27121;Teresa;Rubio;Teresa Rubio;Feminino;2020-07-14;London
27122;Ernest;Liang;Ernest Liang;Masculino;2020-08-12;Courbevoie
27123;Jaclyn;Xie;Jaclyn Xie;Feminino;2020-08-25;Croix
27124;Raymond;Kovar;Raymond Kovar;Masculino;2020-09-22;Metz
27125;Albert;Dominguez;Albert Dominguez;Masculino;2020-08-17;Bracknell
27126;Derek;Sharma;Derek Sharma;Masculino;2020-02-26;Saint Ouen
27127;Misty;Black;Misty Black;Feminino;2020-05-29;Paderborn
27128;Heather;Cai;Heather Cai;Feminino;2020-02-22;Saint Ouen
27129;Mindy;Tang;Mindy Tang;Feminino;2020-05-04;Frankfurt am Main
27130;Eric;Parker;Eric Parker;Masculino;2020-10-26;Esher-Molesey
27131;Edgar;Madan;Edgar Madan;Masculino;2020-10-21;Milton Keynes
27132;Eduardo;Gonzalez;Eduardo Gonzalez;Masculino;2020-08-24;Billericay
27133;Phillip;Arun;Phillip Arun;Masculino;2020-09-15;Villeneuve-d'Ascq
27134;Glenn;Chen;Glenn Chen;Masculino;2020-08-31;Paris
27135;David;Martin;David Martin;Masculino;2020-07-08;Versailles
27136;Isabella;Coleman;Isabella Coleman;Feminino;2020-09-25;Solingen
27137;Cindy;Lopez;Cindy Lopez;Feminino;2020-08-16;London
27138;Veronica;Sara;Veronica Sara;Feminino;2020-09-21;Suresnes
27139;Jon;Liu;Jon Liu;Masculino;2020-10-26;Berlin
27140;Roger;Holt;Roger Holt;Masculino;2020-08-17;Cambridge
27141;Tonya;Anand;Tonya Anand;Feminino;2020-08-12;Warrington
27142;Lindsay;Andersen;Lindsay Andersen;Feminino;2020-09-24;Pantin
27143;Alvin;Deng;Alvin Deng;Masculino;2020-03-16;Drancy
27144;Franklin;Shen;Franklin Shen;Masculino;2020-09-09;Coffs Harbour
27145;Pamela;Chapman;Pamela Chapman;Feminino;2020-08-10;Townsville
27146;Danny;Hernandez;Danny Hernandez;Masculino;2020-06-05;Rockhampton
27147;Melvin;Nara;Melvin Nara;Masculino;2020-11-05;Findon
27148;Edwin;Zhu;Edwin Zhu;Masculino;2020-06-30;Hawthorne
27149;Jeffery;She;Jeffery She;Masculino;2020-10-06;Warrnambool
27150;Lacey;Anand;Lacey Anand;Feminino;2020-05-14;St. Leonards
27151;Carrie;Moreno;Carrie Moreno;Feminino;2020-10-08;West Sussex
27152;Dawn;Wang;Dawn Wang;Feminino;2020-03-31;London
27153;Gina;Ruiz;Gina Ruiz;Feminino;2020-03-26;Les Ulis
27154;Holly;Arun;Holly Arun;Feminino;2020-10-20;Ingolstadt
27155;Eric;Hall;Eric Hall;Masculino;2020-03-15;Paris
27156;Makayla;Morgan;Makayla Morgan;Feminino;2020-05-23;Warrington
27157;Raul;Xu;Raul Xu;Masculino;2020-06-11;Münster
27158;Lucas;Jones;Lucas Jones;Masculino;2020-09-27;Gateshead
27159;Veronica;Rodriguez;Veronica Rodriguez;Feminino;2020-08-30;Boulogne-Billancourt
27160;Brandi;Vazquez;Brandi Vazquez;Feminino;2020-10-08;Dresden
27161;Reginald;Gill;Reginald Gill;Masculino;2020-11-28;Berlin
27162;Phillip;Madan;Phillip Madan;Masculino;2020-11-11;Reading
27163;Wayne;Luo;Wayne Luo;Masculino;2020-05-03;Paris
27164;Micheal;Carlson;Micheal Carlson;Masculino;2020-05-12;Billericay
27165;Bruce;Patel;Bruce Patel;Masculino;2020-08-12;Leeds
27166;Trisha;Ye;Trisha Ye;Feminino;2020-10-17;Colombes
27167;Tanya;Vazquez;Tanya Vazquez;Feminino;2020-05-13;Saint Ouen
27168;Donald;Madan;Donald Madan;Masculino;2020-10-18;Runcorn
27169;Louis;Xu;Louis Xu;Masculino;2020-12-03;Neunkirchen
27170;Douglas;Sara;Douglas Sara;Masculino;2020-10-11;Suresnes
27171;Kristi;Gill;Kristi Gill;Feminino;2020-08-11;Oxford
27172;Jessie;Navarro;Jessie Navarro;Feminino;2020-10-26;Duesseldorf
27173;Suzanne;Ye;Suzanne Ye;Feminino;2020-03-07;Essen
27174;Fernando;Bennett;Fernando Bennett;Masculino;2020-09-10;Paderborn
27175;Marshall;Raji;Marshall Raji;Masculino;2020-11-16;London
27176;Erik;Martin;Erik Martin;Masculino;2020-02-18;Stuttgart
27177;Henry;Arun;Henry Arun;Masculino;2020-12-03;Reading
27178;Terrance;Mehta;Terrance Mehta;Masculino;2020-12-20;Bonn
27179;Jamie;Rubio;Jamie Rubio;Masculino;2020-08-22;Billericay
27180;Joe;Diaz;Joe Diaz;Masculino;2020-11-29;Grevenbroich
27181;Rafael;Deng;Rafael Deng;Masculino;2020-06-27;Sèvres
27182;Jarrod;Srini;Jarrod Srini;Masculino;2020-06-24;Paris
27183;Geoffrey;Garcia;Geoffrey Garcia;Masculino;2020-06-03;Hof
27184;Donald;Subram;Donald Subram;Masculino;2020-02-01;Poing
27185;Haley;Nelson;Haley Nelson;Feminino;2020-11-08;Cheltenham
27186;Lindsay;Shan;Lindsay Shan;Feminino;2020-11-09;York
27187;Lucas;Diaz;Lucas Diaz;Masculino;2020-12-16;Werne
27188;Claudia;She;Claudia She;Feminino;2020-10-07;Münster
27189;Elizabeth;Diaz;Elizabeth Diaz;Feminino;2020-09-10;National City
27190;Shelby;Reed;Shelby Reed;Feminino;2021-01-04;Burbank
27191;David;Brown;David Brown;Masculino;2021-01-19;Newton
27192;Angelica;Gonzales;Angelica Gonzales;Feminino;2020-02-13;Long Beach
27193;Daniel;Miller;Daniel Miller;Masculino;2019-09-29;Lincoln Acres
27194;Chase;Cooper;Chase Cooper;Masculino;2020-05-02;Lake Oswego
27195;Robert;Perez;Robert Perez;Masculino;2019-10-11;San Francisco
27196;Lauren;Robinson;Lauren Robinson;Feminino;2020-03-20;Sooke
27197;Isaiah;Bell;Isaiah Bell;Masculino;2020-05-26;Bremerton
27198;Jocelyn;Flores;Jocelyn Flores;Feminino;2020-07-17;Burien
27199;Jesse;Wright;Jesse Wright;Masculino;2019-09-29;Everett
27200;Anna;Thompson;Anna Thompson;Feminino;2020-11-16;Lebanon
27201;Jose;Taylor;Jose Taylor;Masculino;2019-10-02;Marysville
27202;James;Hall;James Hall;Masculino;2020-03-09;Sedro Woolley
27203;Jennifer;Sanchez;Jennifer Sanchez;Feminino;2020-10-17;Portland
27204;Devin;Hall;Devin Hall;Masculino;2020-07-27;Chula Vista
27205;Erin;Murphy;Erin Murphy;Feminino;2019-10-23;Coronado
27206;Marcus;Mitchell;Marcus Mitchell;Masculino;2019-10-13;San Francisco
27207;Taylor;Morris;Taylor Morris;Feminino;2020-03-06;Bellingham
27208;David;Chen;David Chen;Masculino;2020-12-25;Westminster
27209;Erick;Rodriguez;Erick Rodriguez;Masculino;2020-07-30;Burlingame
27210;Hunter;Flores;Hunter Flores;Masculino;2020-04-14;Burbank
27211;Isaiah;Roberts;Isaiah Roberts;Masculino;2019-10-08;Milwaukie
27212;Sophia;Roberts;Sophia Roberts;Feminino;2019-10-12;Long Beach
27213;Julia;Lewis;Julia Lewis;Feminino;2020-10-12;Spokane
27214;Bianca;Zimmerman;Bianca Zimmerman;Feminino;2020-05-01;Beverly Hills
27215;Samantha;Hughes;Samantha Hughes;Feminino;2020-10-21;Port Hammond
27216;Ana;Diaz;Ana Diaz;Feminino;2021-01-23;San Gabriel
27217;Julia;Walker;Julia Walker;Feminino;2020-05-29;Renton
27218;Bailey;Allen;Bailey Allen;Feminino;2020-04-13;Santa Monica
27219;Benjamin;Yang;Benjamin Yang;Masculino;2020-05-27;Lemon Grove
27220;Jackson;Long;Jackson Long;Masculino;2020-09-12;Torrance
27221;Matthew;Jones;Matthew Jones;Masculino;2020-04-29;Tacoma
27222;Virginia;Sai;Virginia Sai;Feminino;2020-02-15;Chula Vista
27223;Jeremy;Wright;Jeremy Wright;Masculino;2020-03-26;Walla Walla
27224;Jessica;Griffin;Jessica Griffin;Feminino;2020-04-02;W. Linn
27225;Isaac;Murphy;Isaac Murphy;Masculino;2020-09-09;Santa Cruz
27226;Christian;Wang;Christian Wang;Masculino;2019-10-05;Lake Oswego
27227;Emily;Bryant;Emily Bryant;Feminino;2019-10-22;El Cajon
27228;Amanda;Young;Amanda Young;Feminino;2019-10-09;Issaquah
27229;Zachary;Zhang;Zachary Zhang;Masculino;2020-02-22;San Francisco
27230;Hunter;Wilson;Hunter Wilson;Masculino;2020-07-18;Port Hammond
27231;Tyrone;Ramos;Tyrone Ramos;Masculino;2019-10-04;Colma
27232;Ram;Thirunavukkarasu;Ram Thirunavukkarasu;Masculino;2019-10-10;Puyallup
27233;Seth;Ward;Seth Ward;Masculino;2020-05-03;Spring Valley
27234;Gabriel;Jenkins;Gabriel Jenkins;Masculino;2019-10-11;Sedro Woolley
27235;Robert;Li;Robert Li;Masculino;2019-10-21;Renton
27236;Nicole;Alexander;Nicole Alexander;Feminino;2020-11-09;Olympia
27237;Jasmine;Ramirez;Jasmine Ramirez;Feminino;2020-04-29;Fremont
27238;Jesse;Hernandez;Jesse Hernandez;Masculino;2020-11-14;Concord
27239;Noah;Simmons;Noah Simmons;Masculino;2019-10-16;Grossmont
27240;Dalton;Cooper;Dalton Cooper;Masculino;2019-10-08;Yakima
27241;Oscar;Butler;Oscar Butler;Masculino;2020-06-01;West Covina
27242;Hunter;Diaz;Hunter Diaz;Masculino;2019-06-24;Oak Bay
27243;Mariah;Bailey;Mariah Bailey;Feminino;2020-04-17;Vancouver
27244;Arianna;Kelly;Arianna Kelly;Feminino;2020-12-26;Woodburn
27245;Lauren;Jones;Lauren Jones;Feminino;2020-10-31;La Jolla
27246;Aaron;Hall;Aaron Hall;Masculino;2020-05-14;Lemon Grove
27247;Blake;Hughes;Blake Hughes;Masculino;2020-05-18;Lemon Grove
27248;Kayla;Taylor;Kayla Taylor;Feminino;2020-08-11;Puyallup
